bug_id,project,percent_agreement,cohens_kappa,aggregated_raw,aggregated_derived,aggregated_zscore
Closure-49,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 3, 'Specificity': 3, 'Reproducibility': 3, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 4, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 4, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.4900980294098035, 'Clarity': 1.0502100630210072, 'Specificity': 1.0502100630210072, 'Reproducibility': 1.0502100630210072, 'ReasoningQuality': -0.4900980294098035, 'TechnicalContext': -1.260252075625209, 'Ambiguity': -0.4900980294098035, 'RepairReadiness': 1.8203641092364125, 'RootCauseEvidence': -0.4900980294098035, 'HiddenReproducibility': -0.4900980294098035, 'ImpactScope': -1.260252075625209}"
Closure-5,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 2, 'Specificity': 0, 'Reproducibility': 3, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 1, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.30316953129541624, 'Clarity': 0.36380343755449945, 'Specificity': -0.970142500145332, 'Reproducibility': 1.0307764064044151, 'ReasoningQuality': -0.30316953129541624, 'TechnicalContext': -0.970142500145332, 'Ambiguity': 1.697749375254331, 'RepairReadiness': 1.697749375254331, 'RootCauseEvidence': -0.30316953129541624, 'HiddenReproducibility': -0.970142500145332, 'ImpactScope': -0.970142500145332}"
Closure-50,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 3, 'Specificity': 2, 'Reproducibility': 3, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 3, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 2, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.50709255283711, 'Clarity': 1.3522468075656267, 'Specificity': 0.42257712736425834, 'Reproducibility': 1.3522468075656267, 'ReasoningQuality': -0.50709255283711, 'TechnicalContext': -1.4367622330384784, 'Ambiguity': 1.3522468075656267, 'RepairReadiness': 0.42257712736425834, 'RootCauseEvidence': -0.50709255283711, 'HiddenReproducibility': -0.50709255283711, 'ImpactScope': -1.4367622330384784}"
Closure-51,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 0, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 0, 'impact_scope': 0}","{'Actionability': -0.4714045207910317, 'Clarity': -0.4714045207910317, 'Specificity': -0.4714045207910317, 'Reproducibility': -0.4714045207910317, 'ReasoningQuality': -0.4714045207910317, 'TechnicalContext': -0.4714045207910317, 'Ambiguity': 2.121320343559643, 'RepairReadiness': 2.121320343559643, 'RootCauseEvidence': -0.4714045207910317, 'HiddenReproducibility': -0.4714045207910317, 'ImpactScope': -0.4714045207910317}"
Closure-52,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 1, 'Specificity': 2, 'Reproducibility': 3, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.34836650714580886, 'Clarity': -0.34836650714580886, 'Specificity': 0.41803980857497053, 'Reproducibility': 1.1844461242957498, 'ReasoningQuality': -1.1147728228665883, 'TechnicalContext': -1.1147728228665883, 'Ambiguity': 1.1844461242957498, 'RepairReadiness': 1.9508524400165292, 'RootCauseEvidence': -0.34836650714580886, 'HiddenReproducibility': -0.34836650714580886, 'ImpactScope': -1.1147728228665883}"
Closure-53,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 3, 'Specificity': 2, 'Reproducibility': 3, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 3, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.5533985905294665, 'Clarity': 1.1858541225631423, 'Specificity': 0.3162277660168379, 'Reproducibility': 1.1858541225631423, 'ReasoningQuality': -0.5533985905294665, 'TechnicalContext': -1.4230249470757708, 'Ambiguity': 1.1858541225631423, 'RepairReadiness': 1.1858541225631423, 'RootCauseEvidence': -0.5533985905294665, 'HiddenReproducibility': -0.5533985905294665, 'ImpactScope': -1.4230249470757708}"
Closure-54,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 1, 'Reproducibility': 2, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.8464989719746505, 'Clarity': -0.22573305919324008, 'Specificity': -0.22573305919324008, 'Reproducibility': 0.3950328535881703, 'ReasoningQuality': -0.22573305919324008, 'TechnicalContext': -0.8464989719746505, 'Ambiguity': 2.257330591932402, 'RepairReadiness': 1.6365646791509914, 'RootCauseEvidence': -0.22573305919324008, 'HiddenReproducibility': -0.8464989719746505, 'ImpactScope': -0.8464989719746505}"
Closure-55,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 0, 'Reproducibility': 2, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 2, 'RootCauseEvidence': 3, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 3, 'ambiguity_count': 1, 'hidden_s2r_present': False, 'root_cause_evidence': 3, 'impact_scope': 0}","{'Actionability': -0.8962581595302718, 'Clarity': -0.19205531989934393, 'Specificity': -0.8962581595302718, 'Reproducibility': 0.5121475197315839, 'ReasoningQuality': -0.19205531989934393, 'TechnicalContext': -0.8962581595302718, 'Ambiguity': 1.92055319899344, 'RepairReadiness': 1.2163503593625118, 'RootCauseEvidence': 1.2163503593625118, 'HiddenReproducibility': -0.8962581595302718, 'ImpactScope': -0.8962581595302718}"
Closure-56,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 2, 'Specificity': 0, 'Reproducibility': 2, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.7960297521679913, 'Clarity': 0.2985111570629967, 'Specificity': -0.7960297521679913, 'Reproducibility': 0.2985111570629967, 'ReasoningQuality': -0.24875929755249732, 'TechnicalContext': -0.7960297521679913, 'Ambiguity': 1.9403225209094788, 'RepairReadiness': 1.9403225209094788, 'RootCauseEvidence': -0.24875929755249732, 'HiddenReproducibility': -0.7960297521679913, 'ImpactScope': -0.7960297521679913}"
Closure-57,Closure,1.0,1.0,"{'Actionability': 4, 'Clarity': 2, 'Specificity': 1, 'Reproducibility': 3, 'ReasoningQuality': 2, 'TechnicalContext': 0, 'Ambiguity': 3, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 1}","{'repair_difficulty': 4, 'ambiguity_count': 3, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 1}","{'Actionability': 1.6864418227455629, 'Clarity': 0.07332355751067658, 'Specificity': -0.7332355751067665, 'Reproducibility': 0.8798826901281197, 'ReasoningQuality': 0.07332355751067658, 'TechnicalContext': -1.5397947077242098, 'Ambiguity': 0.07332355751067658, 'RepairReadiness': 1.6864418227455629, 'RootCauseEvidence': -0.7332355751067665, 'HiddenReproducibility': -0.7332355751067665, 'ImpactScope': -0.7332355751067665}"
Closure-58,Closure,1.0,1.0,"{'Actionability': 4, 'Clarity': 2, 'Specificity': 2, 'Reproducibility': 3, 'ReasoningQuality': 2, 'TechnicalContext': 0, 'Ambiguity': 3, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 1}","{'repair_difficulty': 3, 'ambiguity_count': 3, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 1}","{'Actionability': 1.930117124082385, 'Clarity': 0.08391813582966884, 'Specificity': 0.08391813582966884, 'Reproducibility': 1.007017629956027, 'ReasoningQuality': 0.08391813582966884, 'TechnicalContext': -1.7622808524230473, 'Ambiguity': 0.08391813582966884, 'RepairReadiness': 1.007017629956027, 'RootCauseEvidence': -0.8391813582966892, 'HiddenReproducibility': -0.8391813582966892, 'ImpactScope': -0.8391813582966892}"
Closure-59,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 3, 'Specificity': 3, 'Reproducibility': 3, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.6123724356957945, 'Clarity': 0.8845379626717033, 'Specificity': 0.8845379626717033, 'Reproducibility': 0.8845379626717033, 'ReasoningQuality': -0.6123724356957945, 'TechnicalContext': -1.3608276348795434, 'Ambiguity': 0.8845379626717033, 'RepairReadiness': 1.6329931618554518, 'RootCauseEvidence': -0.6123724356957945, 'HiddenReproducibility': -0.6123724356957945, 'ImpactScope': -1.3608276348795434}"
Closure-6,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 0, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 0, 'impact_scope': 0}","{'Actionability': -0.4714045207910317, 'Clarity': -0.4714045207910317, 'Specificity': -0.4714045207910317, 'Reproducibility': -0.4714045207910317, 'ReasoningQuality': -0.4714045207910317, 'TechnicalContext': -0.4714045207910317, 'Ambiguity': 2.121320343559643, 'RepairReadiness': 2.121320343559643, 'RootCauseEvidence': -0.4714045207910317, 'HiddenReproducibility': -0.4714045207910317, 'ImpactScope': -0.4714045207910317}"
Closure-60,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 0, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.7200034083082247, 'Clarity': -0.1107697551243423, 'Specificity': -0.7200034083082247, 'Reproducibility': -0.1107697551243423, 'ReasoningQuality': -0.1107697551243423, 'TechnicalContext': -0.7200034083082247, 'Ambiguity': 2.3261648576111877, 'RepairReadiness': 1.716931204427305, 'RootCauseEvidence': -0.1107697551243423, 'HiddenReproducibility': -0.7200034083082247, 'ImpactScope': -0.7200034083082247}"
Closure-61,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 3, 'Specificity': 3, 'Reproducibility': 3, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 3, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.5996253511966891, 'Clarity': 1.049344364594206, 'Specificity': 1.049344364594206, 'Reproducibility': 1.049344364594206, 'ReasoningQuality': -0.5996253511966891, 'TechnicalContext': -1.4241102090921367, 'Ambiguity': 1.049344364594206, 'RepairReadiness': 1.049344364594206, 'RootCauseEvidence': -0.5996253511966891, 'HiddenReproducibility': -0.5996253511966891, 'ImpactScope': -1.4241102090921367}"
Closure-62,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 2, 'Specificity': 2, 'Reproducibility': 2, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 1, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.9563247157871202, 'Clarity': 0.281271975231506, 'Specificity': 0.281271975231506, 'Reproducibility': 0.281271975231506, 'ReasoningQuality': -0.33752637027780713, 'TechnicalContext': -0.9563247157871202, 'Ambiguity': 1.518868666250132, 'RepairReadiness': 2.1376670117594454, 'RootCauseEvidence': -0.33752637027780713, 'HiddenReproducibility': -0.9563247157871202, 'ImpactScope': -0.9563247157871202}"
Closure-64,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 3, 'Specificity': 2, 'Reproducibility': 3, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.565685424949238, 'Clarity': 0.9899494936611665, 'Specificity': 0.21213203435596423, 'Reproducibility': 0.9899494936611665, 'ReasoningQuality': -0.565685424949238, 'TechnicalContext': -1.3435028842544403, 'Ambiguity': 0.9899494936611665, 'RepairReadiness': 1.7677669529663684, 'RootCauseEvidence': -0.565685424949238, 'HiddenReproducibility': -0.565685424949238, 'ImpactScope': -1.3435028842544403}"
Closure-65,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 3, 'Specificity': 3, 'Reproducibility': 4, 'ReasoningQuality': 2, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 3, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 2, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.6461623427559643, 'Clarity': 0.9333456062030596, 'Specificity': 0.9333456062030596, 'Reproducibility': 1.7230995806825713, 'ReasoningQuality': 0.14359163172354766, 'TechnicalContext': -1.435916317235476, 'Ambiguity': 0.9333456062030596, 'RepairReadiness': 0.14359163172354766, 'RootCauseEvidence': -0.6461623427559643, 'HiddenReproducibility': -0.6461623427559643, 'ImpactScope': -1.435916317235476}"
Closure-66,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 1, 'Specificity': 2, 'Reproducibility': 3, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.34836650714580886, 'Clarity': -0.34836650714580886, 'Specificity': 0.41803980857497053, 'Reproducibility': 1.1844461242957498, 'ReasoningQuality': -1.1147728228665883, 'TechnicalContext': -1.1147728228665883, 'Ambiguity': 1.1844461242957498, 'RepairReadiness': 1.9508524400165292, 'RootCauseEvidence': -0.34836650714580886, 'HiddenReproducibility': -0.34836650714580886, 'ImpactScope': -1.1147728228665883}"
Closure-67,Closure,1.0,1.0,"{'Actionability': 4, 'Clarity': 2, 'Specificity': 1, 'Reproducibility': 3, 'ReasoningQuality': 3, 'TechnicalContext': 0, 'Ambiguity': 3, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 1}","{'repair_difficulty': 3, 'ambiguity_count': 3, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 1}","{'Actionability': 1.7230995806825713, 'Clarity': 0.14359163172354766, 'Specificity': -0.6461623427559643, 'Reproducibility': 0.9333456062030596, 'ReasoningQuality': 0.9333456062030596, 'TechnicalContext': -1.435916317235476, 'Ambiguity': 0.14359163172354766, 'RepairReadiness': 0.9333456062030596, 'RootCauseEvidence': -0.6461623427559643, 'HiddenReproducibility': -1.435916317235476, 'ImpactScope': -0.6461623427559643}"
Closure-68,Closure,1.0,1.0,"{'Actionability': 4, 'Clarity': 2, 'Specificity': 3, 'Reproducibility': 3, 'ReasoningQuality': 2, 'TechnicalContext': 0, 'Ambiguity': 4, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 1}","{'repair_difficulty': 3, 'ambiguity_count': 4, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 1}","{'Actionability': 1.7959982617189696, 'Clarity': 0.07808688094430297, 'Specificity': 0.9370425713316364, 'Reproducibility': 0.9370425713316364, 'ReasoningQuality': 0.07808688094430297, 'TechnicalContext': -1.6398244998303637, 'Ambiguity': -0.7808688094430304, 'RepairReadiness': 0.9370425713316364, 'RootCauseEvidence': -0.7808688094430304, 'HiddenReproducibility': -0.7808688094430304, 'ImpactScope': -0.7808688094430304}"
Closure-69,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 4, 'Specificity': 3, 'Reproducibility': 3, 'ReasoningQuality': 2, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 2, 'RootCauseEvidence': 2, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 3, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 2, 'impact_scope': 0}","{'Actionability': -0.7817359599705715, 'Clarity': 1.563471919941143, 'Specificity': 0.7817359599705715, 'Reproducibility': 0.7817359599705715, 'ReasoningQuality': 0.0, 'TechnicalContext': -1.563471919941143, 'Ambiguity': 0.7817359599705715, 'RepairReadiness': 0.7817359599705715, 'RootCauseEvidence': 0.0, 'HiddenReproducibility': -0.7817359599705715, 'ImpactScope': -1.563471919941143}"
Closure-7,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 0, 'Reproducibility': 1, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 1, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.7017565899639198, 'Clarity': -0.15037641213512565, 'Specificity': -0.7017565899639198, 'Reproducibility': -0.15037641213512565, 'ReasoningQuality': -0.15037641213512565, 'TechnicalContext': -0.7017565899639198, 'Ambiguity': 2.055144299180051, 'RepairReadiness': 2.055144299180051, 'RootCauseEvidence': -0.15037641213512565, 'HiddenReproducibility': -0.7017565899639198, 'ImpactScope': -0.7017565899639198}"
Closure-70,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 1, 'Specificity': 2, 'Reproducibility': 3, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 1, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.34836650714580886, 'Clarity': -0.34836650714580886, 'Specificity': 0.41803980857497053, 'Reproducibility': 1.1844461242957498, 'ReasoningQuality': -1.1147728228665883, 'TechnicalContext': -1.1147728228665883, 'Ambiguity': 1.1844461242957498, 'RepairReadiness': 1.9508524400165292, 'RootCauseEvidence': -0.34836650714580886, 'HiddenReproducibility': -0.34836650714580886, 'ImpactScope': -1.1147728228665883}"
Closure-71,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 1, 'Specificity': 1, 'Reproducibility': 3, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 1, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 3, 'ambiguity_count': 1, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.9396184772996339, 'Clarity': -0.20134681656420725, 'Specificity': -0.20134681656420725, 'Reproducibility': 1.275196504906646, 'ReasoningQuality': -0.9396184772996339, 'TechnicalContext': -0.9396184772996339, 'Ambiguity': 2.013468165642073, 'RepairReadiness': 1.275196504906646, 'RootCauseEvidence': -0.20134681656420725, 'HiddenReproducibility': -0.20134681656420725, 'ImpactScope': -0.9396184772996339}"
Closure-72,Closure,1.0,1.0,"{'Actionability': 4, 'Clarity': 2, 'Specificity': 2, 'Reproducibility': 4, 'ReasoningQuality': 3, 'TechnicalContext': 0, 'Ambiguity': 4, 'RepairReadiness': 1, 'RootCauseEvidence': 2, 'HiddenReproducibility': 1, 'ImpactScope': 1}","{'repair_difficulty': 4, 'ambiguity_count': 4, 'hidden_s2r_present': True, 'root_cause_evidence': 2, 'impact_scope': 1}","{'Actionability': 1.3608276348795434, 'Clarity': -0.1360827634879542, 'Specificity': -0.1360827634879542, 'Reproducibility': 1.3608276348795434, 'ReasoningQuality': 0.6123724356957946, 'TechnicalContext': -1.6329931618554518, 'Ambiguity': -0.884537962671703, 'RepairReadiness': 1.3608276348795434, 'RootCauseEvidence': -0.1360827634879542, 'HiddenReproducibility': -0.884537962671703, 'ImpactScope': -0.884537962671703}"
Closure-73,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 3, 'Specificity': 3, 'Reproducibility': 3, 'ReasoningQuality': 1, 'TechnicalContext': 1, 'Ambiguity': 2, 'RepairReadiness': 2, 'RootCauseEvidence': 2, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 3, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 2, 'impact_scope': 0}","{'Actionability': -0.8391813582966892, 'Clarity': 1.007017629956027, 'Specificity': 1.007017629956027, 'Reproducibility': 1.007017629956027, 'ReasoningQuality': -0.8391813582966892, 'TechnicalContext': -0.8391813582966892, 'Ambiguity': 1.007017629956027, 'RepairReadiness': 1.007017629956027, 'RootCauseEvidence': 0.08391813582966884, 'HiddenReproducibility': -0.8391813582966892, 'ImpactScope': -1.7622808524230473}"
Closure-74,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 0, 'RootCauseEvidence': 0, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 5, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 0, 'impact_scope': 0}","{'Actionability': -0.4714045207910317, 'Clarity': -0.4714045207910317, 'Specificity': -0.4714045207910317, 'Reproducibility': -0.4714045207910317, 'ReasoningQuality': -0.4714045207910317, 'TechnicalContext': -0.4714045207910317, 'Ambiguity': 2.121320343559643, 'RepairReadiness': 2.121320343559643, 'RootCauseEvidence': -0.4714045207910317, 'HiddenReproducibility': -0.4714045207910317, 'ImpactScope': -0.4714045207910317}"
Closure-75,Closure,1.0,1.0,"{'Actionability': 0, 'Clarity': 0, 'Specificity': 0, 'Reproducibility': 0, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 0, 'RepairReadiness': 1, 'RootCauseEvidence': 0, 'HiddenReproducibility': 0, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 0, 'hidden_s2r_present': False, 'root_cause_evidence': 0, 'impact_scope': 0}","{'Actionability': -0.46788772041903276, 'Clarity': -0.46788772041903276, 'Specificity': -0.46788772041903276, 'Reproducibility': -0.46788772041903276, 'ReasoningQuality': -0.46788772041903276, 'TechnicalContext': -0.46788772041903276, 'Ambiguity': 2.391426126586167, 'RepairReadiness': 1.819563357185127, 'RootCauseEvidence': -0.46788772041903276, 'HiddenReproducibility': -0.46788772041903276, 'ImpactScope': -0.46788772041903276}"
Closure-76,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 1, 'Specificity': 3, 'Reproducibility': 4, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 3, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 3, 'ambiguity_count': 3, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 0}","{'Actionability': -0.34836650714580886, 'Clarity': -0.34836650714580886, 'Specificity': 1.1844461242957498, 'Reproducibility': 1.9508524400165292, 'ReasoningQuality': -1.1147728228665883, 'TechnicalContext': -1.1147728228665883, 'Ambiguity': 0.41803980857497053, 'RepairReadiness': 1.1844461242957498, 'RootCauseEvidence': -0.34836650714580886, 'HiddenReproducibility': -0.34836650714580886, 'ImpactScope': -1.1147728228665883}"
Closure-77,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 3, 'Specificity': 3, 'Reproducibility': 3, 'ReasoningQuality': 1, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 1, 'RootCauseEvidence': 2, 'HiddenReproducibility': 1, 'ImpactScope': 0}","{'repair_difficulty': 4, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 2, 'impact_scope': 0}","{'Actionability': -0.6933752452815364, 'Clarity': 0.8320502943378436, 'Specificity': 0.8320502943378436, 'Reproducibility': 0.8320502943378436, 'ReasoningQuality': -0.6933752452815364, 'TechnicalContext': -1.4560880150912263, 'Ambiguity': 0.8320502943378436, 'RepairReadiness': 1.5947630641475337, 'RootCauseEvidence': 0.06933752452815357, 'HiddenReproducibility': -0.6933752452815364, 'ImpactScope': -1.4560880150912263}"
Closure-78,Closure,1.0,1.0,"{'Actionability': 1, 'Clarity': 1, 'Specificity': 3, 'Reproducibility': 3, 'ReasoningQuality': 0, 'TechnicalContext': 0, 'Ambiguity': 2, 'RepairReadiness': 2, 'RootCauseEvidence': 1, 'HiddenReproducibility': 1, 'ImpactScope': 1}","{'repair_difficulty': 3, 'ambiguity_count': 2, 'hidden_s2r_present': True, 'root_cause_evidence': 1, 'impact_scope': 1}","{'Actionability': -0.4714045207910316, 'Clarity': -0.4714045207910316, 'Specificity': 1.2570787221094177, 'Reproducibility': 1.2570787221094177, 'ReasoningQuality': -1.3356461422412562, 'TechnicalContext': -1.3356461422412562, 'Ambiguity': 1.2570787221094177, 'RepairReadiness': 1.2570787221094177, 'RootCauseEvidence': -0.4714045207910316, 'HiddenReproducibility': -0.4714045207910316, 'ImpactScope': -0.4714045207910316}"
