id,overall_score,num_s2r_sentences,num_steps,num_hq_steps,num_as_steps,num_vm_steps,steps_with_action,steps_with_object,steps_with_ui_term,steps_imperative,steps_with_vague_terms,step_details,s2r_sentences
Lang-11,0.0,1,1,0,0,1,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:""]"
Codec-17,0.0,2,7,0,0,7,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nResolved \n\n\n\n\n\nPriority:\n\n\n  Major                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n1.10 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.11 \n\n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \nDescription\n\nMethod calls such as StringUtils.newStringIso8859_1(null) should return null"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""not NPE"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""It looks like this capability was lost with the fix for CODEC-136"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""i.e.\nhttp://svn.apache.org/viewvc?rev=1306366&view=rev\nSeveral methods were changed from\n\nreturn StringUtils.newString(bytes"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""CharEncoding.xxx);\nto\nreturn new String(bytes"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Charsets.xxx);\n\n\nThe new code should have been:\n\nreturn newString(bytes"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Charsets.xxx);\n\n\nThe newString method handles null input"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nResolved \n\n\n\n\n\nPriority:\n\n\n  Major                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n1.10 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.11 \n\n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \nDescription\n\nMethod calls such as StringUtils.newStringIso8859_1(null) should return null, not NPE."", ""It looks like this capability was lost with the fix for CODEC-136, i.e.\nhttp://svn.apache.org/viewvc?rev=1306366&view=rev\nSeveral methods were changed from\n\nreturn StringUtils.newString(bytes, CharEncoding.xxx);\nto\nreturn new String(bytes, Charsets.xxx);\n\n\nThe new code should have been:\n\nreturn newString(bytes, Charsets.xxx);\n\n\nThe newString method handles null input.""]"
Math-9,0.0,1,1,0,0,1,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:""]"
Math-53,0.0,2,3,0,0,3,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""The test should be added to the add implementation (actually restored"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""since this looks like a code merge problem going back to 1.1)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:"", ""The test should be added to the add implementation (actually restored, since this looks like a code merge problem going back to 1.1).""]"
JacksonDatabind-61,0.0,14,23,0,0,23,0,0,6,1,0,"[{""step_text"": ""Problems deserializing primitive long field while using TypeResolverBuilder\u00a0#1395New issueCopy linkNew issueCopy linkClosedClosedProblems deserializing primitive long field while using TypeResolverBuilder#1395Copy linkMilestone2.8.4Descriptionantantantanopened on Oct 3"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2016Issue body actionsWhen running the following test app\nimport com.fasterxml.jackson.annotation"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""JsonTypeInfo;\nimport com.fasterxml.jackson.core"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""SerializationFeature;\nimport com.fasterxml.jackson.databind.jsontype.impl"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""StdTypeResolverBuilder;\nimport java.io"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Map;\n\npublic class Main {\n\n    public static void main(String[] args) throws IOException {\n        // Create test data\n        Data data = new Data();\n        data.key = 1;\n        Map<String"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Object> mapData = new HashMap<>();\n        mapData.put(\""longInMap\"""", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2L);\n        mapData.put(\""longAsField\"""", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""data);\n\n        // Configure Jackson to preserve types\n        JsonFactory factory = new JsonFactory();\n        ObjectMapper mapper = new ObjectMapper(factory);\n        StdTypeResolverBuilder resolver = new StdTypeResolverBuilder();\n        resolver.init(JsonTypeInfo"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Id.CLASS, null);\n        resolver.inclusion(JsonTypeInfo"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""As.PROPERTY);\n        resolver.typeProperty(\""__t\"");\n        mapper.setDefaultTyping(resolver);\n        mapper.enable(SerializationFeature.INDENT_OUTPUT);\n\n        // Serialize\n        String json = mapper.writeValueAsString(mapData);\n        System.out.println(\""json = \"" + json);\n\n        // Deserialize\n        Map deserializedData = mapper.readValue(json"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Map.class);\n    }\n\n    static class Data {\n\n        public long key;\n    }\n}"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Long not subtype of [simple type, class long] (through reference chain: java.util.HashMap[\""longAsField\""]->com.pinkmatter.bean.serialization.Data[\""key"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Long not subtype of [simple type, class long]\n  at com.fasterxml.jackson.databind.type.TypeFactory.constructSpecializedType(TypeFactory.java:359)\n  at com.fasterxml.jackson.databind.jsontype.impl"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""ClassNameIdResolver._typeFromId(ClassNameIdResolver.java:72)\n  at com.fasterxml.jackson.databind.jsontype.impl"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""ClassNameIdResolver.typeFromId(ClassNameIdResolver.java:42)\n  ...\nI am trying to serialize a bunch of basic plain old java objects from libraries we are using (so we cannot modify the classes or add annotations)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""while also trying to preserve the types of values in collections (\""longInMap\"" in the above example must stay a Long object)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""If I change the type to public int key"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""no exception is thrown"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""deserialization works"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Also, since there are many different types of objects"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""I don't know at compile time exactly what will be serialized I don't think using mix-ins will work"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""I am using Jackson 2.8.3.MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Problems deserializing primitive long field while using TypeResolverBuilder\u00a0#1395New issueCopy linkNew issueCopy linkClosedClosedProblems deserializing primitive long field while using TypeResolverBuilder#1395Copy linkMilestone2.8.4Descriptionantantantanopened on Oct 3, 2016Issue body actionsWhen running the following test app\nimport com.fasterxml.jackson.annotation."", ""JsonTypeInfo;\nimport com.fasterxml.jackson.core."", ""SerializationFeature;\nimport com.fasterxml.jackson.databind.jsontype.impl."", ""StdTypeResolverBuilder;\nimport java.io."", ""Map;\n\npublic class Main {\n\n    public static void main(String[] args) throws IOException {\n        // Create test data\n        Data data = new Data();\n        data.key = 1;\n        Map<String, Object> mapData = new HashMap<>();\n        mapData.put(\""longInMap\"", 2L);\n        mapData.put(\""longAsField\"", data);\n\n        // Configure Jackson to preserve types\n        JsonFactory factory = new JsonFactory();\n        ObjectMapper mapper = new ObjectMapper(factory);\n        StdTypeResolverBuilder resolver = new StdTypeResolverBuilder();\n        resolver.init(JsonTypeInfo."", ""Id.CLASS, null);\n        resolver.inclusion(JsonTypeInfo."", ""As.PROPERTY);\n        resolver.typeProperty(\""__t\"");\n        mapper.setDefaultTyping(resolver);\n        mapper.enable(SerializationFeature.INDENT_OUTPUT);\n\n        // Serialize\n        String json = mapper.writeValueAsString(mapData);\n        System.out.println(\""json = \"" + json);\n\n        // Deserialize\n        Map deserializedData = mapper.readValue(json, Map.class);\n    }\n\n    static class Data {\n\n        public long key;\n    }\n}"", ""Long not subtype of [simple type, class long] (through reference chain: java.util.HashMap[\""longAsField\""]->com.pinkmatter.bean.serialization.Data[\""key"", ""Long not subtype of [simple type, class long]\n  at com.fasterxml.jackson.databind.type.TypeFactory.constructSpecializedType(TypeFactory.java:359)\n  at com.fasterxml.jackson.databind.jsontype.impl."", ""ClassNameIdResolver._typeFromId(ClassNameIdResolver.java:72)\n  at com.fasterxml.jackson.databind.jsontype.impl."", ""ClassNameIdResolver.typeFromId(ClassNameIdResolver.java:42)\n  ...\nI am trying to serialize a bunch of basic plain old java objects from libraries we are using (so we cannot modify the classes or add annotations), while also trying to preserve the types of values in collections (\""longInMap\"" in the above example must stay a Long object)."", ""If I change the type to public int key then no exception is thrown and deserialization works."", ""Also, since there are many different types of objects and I don't know at compile time exactly what will be serialized I don't think using mix-ins will work."", ""I am using Jackson 2.8.3.MetadataMetadataAssigneesNo one assignedLabelsNo labelsNo labelsTypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions""]"
Closure-151,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
Closure-2,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
JxPath-22,0.0,3,3,0,0,3,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nResolved \n\n\n\n\n\nPriority:\n\n\n  Major                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n1.3 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.4.0 \n\n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \n\n\nEnvironment:\n\n\njxpath eclipse plugin from orbit\n\n\n \nDescription\n\nsample smaller case:\n\n<...>\n <b:foo xmlns:b=\""bla\"" xmlns=\""test111\"">    <!--"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""String ln = DOMNodePointer.getLocalName(node);\n                    String nsURI = getNamespaceURI();\n                    if (nsURI == null || nsURI.length() == 0) { // check for empty string which means that the node doesn't have a namespace.\n                        buffer.append(ln);\n                        buffer.append('[');\n                        buffer.append(getRelativePositionByName()).append(']');\n                    }\n                    else {\n                        String prefix = getNamespaceResolver().getPrefix(nsURI);\n                        if (prefix !"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Hugo de Almeida Cocharro\n        \n\n\n \n\n\nVotes:\n\n0\nVote for this issue\n\n\n\nWatchers:\n\n1\nStart watching this issue\n\n\n\nDates\n\n\n\n                                    Created:\n                            \n\n\n18/Jan/12 10:52 \n\n\n\n\n                                    Updated:\n                            \n\n\n24/Jan/12 12:23 \n\n\n\n\n                                    Resolved:\n                            \n\n\n20/Jan/12 18:10"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nResolved \n\n\n\n\n\nPriority:\n\n\n  Major                     \n\n\n\n\nResolution:\n\n                             Fixed\n                    \n\n\n\n\n\nAffects Version/s:\n\n\n\n1.3 \n\n\n\n\n\n\n\n                Fix Version/s:\n            \n\n\n\n1.4.0 \n\n\n\n\n\n\nLabels:\n\n\nNone\n\n\n \n\n\nEnvironment:\n\n\njxpath eclipse plugin from orbit\n\n\n \nDescription\n\nsample smaller case:\n\n<...>\n <b:foo xmlns:b=\""bla\"" xmlns=\""test111\"">    <!--"", ""String ln = DOMNodePointer.getLocalName(node);\n                    String nsURI = getNamespaceURI();\n                    if (nsURI == null || nsURI.length() == 0) { // check for empty string which means that the node doesn't have a namespace.\n                        buffer.append(ln);\n                        buffer.append('[');\n                        buffer.append(getRelativePositionByName()).append(']');\n                    }\n                    else {\n                        String prefix = getNamespaceResolver().getPrefix(nsURI);\n                        if (prefix !"", ""Hugo de Almeida Cocharro\n        \n\n\n \n\n\nVotes:\n\n0\nVote for this issue\n\n\n\nWatchers:\n\n1\nStart watching this issue\n\n\n\nDates\n\n\n\n                                    Created:\n                            \n\n\n18/Jan/12 10:52 \n\n\n\n\n                                    Updated:\n                            \n\n\n24/Jan/12 12:23 \n\n\n\n\n                                    Resolved:\n                            \n\n\n20/Jan/12 18:10""]"
Jsoup-57,0.0,2,4,0,0,4,0,0,2,0,0,"[{""step_text"": ""removeIgnoreCase ConcurrentModificationException\u00a0#759New issueCopy linkNew issueCopy linkClosedClosedremoveIgnoreCase ConcurrentModificationException#759Copy linkDescriptionraist-opened on Sep 13"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2016Issue body actionsWhen testing out the removeIgnoreCase method"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""I'm now seeing a ConcurrentModificationException with code like: element.select(\""abc\"").first().removeAttr(\""attr1\"").removeAttr(\""attr2\"");\nIt appears to be due to using a foreach loop over the LinkedHashMap to do the removal"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Entry<String, Attribute>> iter = attributes.entrySet().iterator(); iter.hasNext();) {\n            Map"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""removeIgnoreCase ConcurrentModificationException\u00a0#759New issueCopy linkNew issueCopy linkClosedClosedremoveIgnoreCase ConcurrentModificationException#759Copy linkDescriptionraist-opened on Sep 13, 2016Issue body actionsWhen testing out the removeIgnoreCase method, I'm now seeing a ConcurrentModificationException with code like: element.select(\""abc\"").first().removeAttr(\""attr1\"").removeAttr(\""attr2\"");\nIt appears to be due to using a foreach loop over the LinkedHashMap to do the removal."", ""Entry<String, Attribute>> iter = attributes.entrySet().iterator(); iter.hasNext();) {\n            Map.""]"
Math-45,0.0,2,2,0,0,2,0,0,0,0,0,"[{""step_text"": ""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Workaround: never create an OpenMapRealMatrix with more cells than are addressable with an int"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Details\n\n\n\n\nType:\n\n\n Bug\n        \n\n \n\nStatus:\n\nClosed \n\n\n\n\n\nPriority:"", ""Workaround: never create an OpenMapRealMatrix with more cells than are addressable with an int.""]"
Closure-147,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
Closure-39,0.0,0,0,0,0,0,0,0,0,0,0,[],[]
JacksonDatabind-77,0.0,2,4,0,0,4,0,0,1,1,0,"[{""step_text"": ""Jackson Deserializer security vulnerability via default typing (CVE-2017-7525)\u00a0#1599New issueCopy linkNew issueCopy linkClosedGraylog2/graylog2-server#3908 (+1)ClosedJackson Deserializer security vulnerability via default typing (CVE-2017-7525)#1599Graylog2/graylog2-server#3908 (+1)Copy linkLabelsCVEIssues related to public CVEs (security vuln reports)Issues related to public CVEs (security vuln reports)Milestone2.8.9Descriptionayoundopened on Apr 11"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": true, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""2017Issue body actionsI have send email to info@fasterxml.com\nEDIT: (23-Apr-2024)"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""Fix in:\n\n2.7.9.1\n2.8.9\n2.9.0"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": true, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}, {""step_text"": ""all later 2.x releases\nMetadataMetadataAssigneesNo one assignedLabelsCVEIssues related to public CVEs (security vuln reports)Issues related to public CVEs (security vuln reports)TypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions"", ""has_action"": false, ""has_object"": false, ""has_ui_term"": false, ""is_imperative"": false, ""has_vague_terms"": false, ""quality_label"": ""VM"", ""issues"": [""No clear action verb (vocabulary mismatch).""]}]","[""Jackson Deserializer security vulnerability via default typing (CVE-2017-7525)\u00a0#1599New issueCopy linkNew issueCopy linkClosedGraylog2/graylog2-server#3908 (+1)ClosedJackson Deserializer security vulnerability via default typing (CVE-2017-7525)#1599Graylog2/graylog2-server#3908 (+1)Copy linkLabelsCVEIssues related to public CVEs (security vuln reports)Issues related to public CVEs (security vuln reports)Milestone2.8.9Descriptionayoundopened on Apr 11, 2017Issue body actionsI have send email to info@fasterxml.com\nEDIT: (23-Apr-2024)"", ""Fix in:\n\n2.7.9.1\n2.8.9\n2.9.0 and all later 2.x releases\nMetadataMetadataAssigneesNo one assignedLabelsCVEIssues related to public CVEs (security vuln reports)Issues related to public CVEs (security vuln reports)TypeNo typeProjectsNo projectsMilestoneRelationshipsNone yetDevelopmentNo branches or pull requestsIssue actions""]"
