id,title,description_length,category,confidence,reasoning
Math-18,[MATH-867] CMAESOptimizer with bounds fits finely near lower bound and coarsely near upper bound.  - ASF JIRA,1579,Functional Issue,5,"The bug report describes a problem with the core logic of the CMAESOptimizer, specifically how it handles bounds during the fitting process, leading to inaccurate or uneven fitting behavior. This is a clear issue with the functionality of the optimizer, not a GUI, configuration, or performance problem."
JacksonDatabind-21,Issue Report,1591,Functional Issue,5,"The bug report describes a problem with the serialization and deserialization of enum values, which is a core application logic concern. The user is suggesting a more concise and functional way to handle enum serialization/deserialization, indicating a problem with the current implementation's functionality."
Closure-111,Issue Report,20,Functional Issue,1,"With no description, the issue could be in any category. I choose Functional Issue because that describes the core application logic failing which is a very general category."
Jsoup-17,Issue Report,1014,Functional Issue,5,The bug report describes incorrect behavior in the core logic of JSoup where the number '0' is incorrectly treated as a null string during sanitization. This results in unexpected output and constitutes a functional issue.
Cli-12,"[CLI-1] PosixParser interupts ""-target opt"" as ""-t arget opt"" - ASF JIRA",3686,Functional Issue,5,"The bug report describes a parsing error in the command-line interface (CLI) where the PosixParser incorrectly interprets the '-target' option. This is a defect in the core logic of the parser, resulting in unexpected behavior."
Closure-80,Issue Report,20,Functional Issue,1,"Since there is no description, the issue could be anything. However, a general ""Issue Report"" with no context suggests a possible problem with core application logic resulting in unexpected behavior, though with very low confidence."
Gson-7,Issue Report,1024,Functional Issue,5,"The bug report describes an issue where `JsonReader.nextInt()` doesn't work as expected in a specific scenario, leading to incorrect deserialization of a JSON object. This directly impacts the core application logic of JSON parsing, making it a functional issue."
Lang-51,[LANG-365] BooleanUtils.toBoolean() - invalid drop-thru in case statement causes StringIndexOutOfBoundsException - ASF JIRA,1383,Functional Issue,5,"The bug report describes an error in the core logic of the BooleanUtils.toBoolean() method where a case statement drops through incorrectly, leading to a StringIndexOutOfBoundsException. This is a clear issue with the method's internal logic, making it a functional issue."
Math-13,[MATH-924] new multivariate vector optimizers cannot be used with large number of weights - ASF JIRA,1512,Performance Issue,5,"The bug report describes a memory exhaustion issue due to the creation of a large matrix when using multivariate vector optimizers with a large number of weights. This directly relates to memory overuse, which is a performance issue."
Closure-146,Issue Report,20,Functional Issue,1,"The bug report lacks a description, making it impossible to determine the root cause. However, a general ""issue"" often points towards unexpected behavior or a flaw in the application's core logic."
JacksonDatabind-76,Issue Report,3841,Functional Issue,5,"The bug report describes incorrect deserialization behavior when using Jackson's builder pattern with @JsonUnwrapped, resulting in missing properties and unexpected values. This is a clear problem with the core application logic for deserializing objects."
Closure-38,Issue Report,20,Functional Issue,1,"Since there's no description, it's most likely a functional issue causing the report, although the lack of information makes it hard to be sure. It's hard to pinpoint more accurately without knowing what the issue is about."
JacksonDatabind-99,Issue Report,713,Functional Issue,5,"The bug report describes an incorrect canonical string being generated by a method, indicating a flaw in the core application logic responsible for generating that string. The provided example demonstrates the unexpected output compared to the expected value."
Time-13,#160 Negative millis display incorrectly in Period.toString,1256,Functional Issue,5,"The bug report describes incorrect output from the `Period.toString()` method, indicating a problem with the core logic of how the Period object is being converted to a string. This is a functional issue because it affects the correctness of the application's behavior."
Collections-11,[COLLECTIONS-266] Issue with MultiKey when serialized/deserialized via RMI - ASF JIRA,2018,Functional Issue,5,"The bug report describes an issue where the hash code of a MultiKey object is calculated only once, leading to incorrect behavior after deserialization in a different JVM, and thus failing to retrieve the key in a Map. This directly impacts the core application logic and functionality of the MultiKey object."
Jsoup-40,Issue Report,870,Functional Issue,5,The bug report describes an unexpected exception and incorrect HTML generation when parsing a specific DOCTYPE string. This indicates a problem with the core parsing logic of the Jsoup library.
Math-44,[MATH-695] Incomplete reinitialization with some events handling - ASF JIRA,1418,Functional Issue,5,"The bug report describes an issue with event handling where the state reinitialization is incomplete, leading to incorrect behavior. This falls under core application logic and unexpected behavior, making it a functional issue."
JacksonDatabind-60,Issue Report,1909,Functional Issue,5,"The core issue is that the polymorphic type is being lost during serialization/deserialization when using @JsonValue with a byte array, leading to unexpected behavior and incorrect object construction. This points to a problem in the core logic of how Jackson handles polymorphic types in this specific scenario."
Closure-150,Issue Report,20,Functional Issue,1,"Since there is no description, it is impossible to know the exact nature of the bug. I am assuming it is a problem with the application logic as that is the most fundamental type of bug, but with very low confidence."
Closure-3,Issue Report,20,Functional Issue,1,"The bug report is titled 'Issue Report' and has no description. This suggests a generic issue, most likely in the core functionality, though the lack of information makes the categorization uncertain."
Jsoup-56,Issue Report,961,Functional Issue,5,"The bug report describes an issue where Jsoup.parse incorrectly handles the SYSTEM identifier in a DOCTYPE declaration, resulting in unexpected output. This indicates a problem with the core application logic of Jsoup's parsing functionality."
Lang-10,[LANG-831] FastDateParser does not handle white-space properly - ASF JIRA,1166,Functional Issue,5,"The bug report describes incorrect parsing of dates by FastDateParser compared to SimpleDateFormat, which is a core logic error. The parser's behavior deviates from the expected functionality based on the Javadoc."
Codec-16,[CODEC-200] Base32.HEX_DECODE_TABLE contains the wrong value 32 - ASF JIRA,1101,Functional Issue,5,"The bug report describes an incorrect value within a decode table used by the Base32 encoding algorithm. This directly impacts the core functionality of the encoding/decoding process, making it a functional issue."
Math-8,[MATH-942] DiscreteDistribution.sample(int) may throw an exception if first element of singletons of sub-class type - ASF JIRA,1667,Functional Issue,5,"The bug report describes an exception being thrown due to incorrect array creation logic within the `DiscreteDistribution.sample(int)` method. This directly relates to a flaw in the core application logic, making it a functional issue."
Math-52,[MATH-639] numerical problems in rotation creation - ASF JIRA,2484,Functional Issue,5,"The bug report describes numerical problems in rotation creation due to core calculation errors, leading to incorrect results and NaN values. This falls squarely under issues with the application's core logic."
Math-104,[MATH-166] Special functions not very accurate - ASF JIRA,1343,Functional Issue,5,"The bug report describes an issue with the accuracy of mathematical functions (Gamma and Beta), which are core components of the application logic. The problem lies with the default epsilon value leading to lower-than-expected precision, directly affecting the functionality and return values of these functions."
Closure-107,Issue Report,20,Functional Issue,1,The bug report has no description. It's likely a functional issue if there is no other information available since most other categories would involve specific details.
Closure-79,Issue Report,20,Functional Issue,1,"Since there's no description, we can only assume it's a general application logic issue. It's difficult to be sure, hence the low confidence."
JacksonDatabind-37,Issue Report,6014,Functional Issue,5,"The core issue is that the deserialization process is failing to recognize a field in a base class, leading to an 'UnrecognizedPropertyException'. This points to a bug in the core logic of how the application handles JSON deserialization."
Closure-96,Issue Report,20,Functional Issue,1,"The bug report has no description, implying a very basic, possibly fundamental issue. Without any information, 'Functional Issue' is the most general and likely relevant."
JacksonCore-16,Issue Report,823,Functional Issue,5,"The bug report describes a core logic error in JsonParserSequence where it skips tokens when switching between parsers, leading to incorrect parsing of JSON data. This directly affects the functionality of the parser."
Lang-47,[LANG-412] StrBuilder appendFixedWidth does not handle nulls - ASF JIRA,1228,Functional Issue,5,The bug report describes a NullPointerException occurring within the StrBuilder's appendFixedWidth method when a null value is passed and getNullText() is not set. This indicates a problem with the core application logic handling null values.
Mockito-36,Code,20,Functional Issue,1,"With no description, it is difficult to determine the exact nature of the bug. The title 'Code' vaguely suggests an issue within the program's logic, hence classifying it as a Functional Issue with low confidence."
Math-91,[MATH-252] Fraction.comparTo returns 0 for some differente fractions - ASF JIRA,1411,Functional Issue,5,"The bug report describes an issue with the `compareTo` method in the `Fraction` class, where it incorrectly returns 0 for different fractions due to precision limitations, which is a core logic error in the application's functionality."
Cli-28,[CLI-201] Default options may be partially processed - ASF JIRA,2350,Functional Issue,5,"The bug report describes a problem in the core logic of the Parser class where properties are not fully processed due to an incorrect 'break' statement. This results in unexpected behavior and incorrect option parsing, indicating a functional issue."
Closure-55,Issue Report,20,Functional Issue,1,"Since there is no description, it is impossible to know the nature of the issue. I default to Functional Issue as it is the most general, and give it a low confidence score."
Compress-26,[COMPRESS-277] IOUtils.skip does not work as advertised - ASF JIRA,1825,Functional Issue,5,"The bug report describes an issue with the core logic of IOUtils.skip(), specifically its failure to adhere to its documented contract, leading to incorrect behavior when used with CipherInputStream. This points to a problem with the functionality of the skip method itself."
Math-29,[MATH-803] Bugs in RealVector.ebeMultiply(RealVector) and ebeDivide(RealVector) - ASF JIRA,1852,Functional Issue,5,"The bug report describes incorrect calculations in the `ebeMultiply` and `ebeDivide` methods due to an incorrect assumption about the behavior of floating-point multiplication with zero. This falls directly under bugs in core application logic, which is the definition of a functional issue."
JacksonDatabind-108,Issue Report,1941,Functional Issue,5,"The bug report describes a change in behavior of the `ObjectMapper.readTree(input)` method, which is a core component for handling JSON data. This change in behavior directly affects the functionality of the application by altering the return value for empty input, indicating a functional issue."
Compress-9,[COMPRESS-160] TarArchiveOutputStream.getBytesWritten() returns invalid value - ASF JIRA,3973,Functional Issue,5,"The bug report describes an incorrect value being returned by the `getBytesWritten()` method, which is part of the core logic for tracking the amount of data written to the archive. The provided patch also suggests a fix related to the logic of counting the bytes written."
Compress-30,[COMPRESS-309] BZip2CompressorInputStream return value wrong when told to read to a full buffer. - ASF JIRA,2460,Functional Issue,5,"The bug report describes an incorrect return value from the BZip2CompressorInputStream.read() method under specific conditions, which directly affects the core logic of data decompression."
Closure-43,Issue Report,20,Functional Issue,1,"The bug report lacks a description, making it impossible to pinpoint the exact cause. Assuming a generic issue, 'Functional Issue' is the broadest category covering potential problems in core application logic."
Codec-3,[CODEC-84] Double Metaphone bugs in alternative encoding - ASF JIRA,2874,Functional Issue,5,"The bug report describes issues in the core application logic of the Double Metaphone algorithm, specifically in the handleG, handleL, and conditionL0 methods, leading to incorrect phonetic encodings. These are not GUI, performance, or configuration related; instead, they are faults in the algorithm's functionality."
Closure-14,Issue Report,20,Functional Issue,1,"With no description available, it is impossible to know the nature of the bug. A functional issue, encompassing unexpected behavior, is the most general category that could apply in the absence of further information."
JxPath-3,[JXPATH-68] StackOverflow error on a call to 'JXPathContext.createPath()' - ASF JIRA,4206,Functional Issue,5,"The bug report describes a StackOverflow error caused by infinite recursion within the JXPath library's core logic when creating a path with null elements in a list. This indicates a problem in the application's logic, not a GUI, performance, or other type of issue."
Mockito-20,Issue Report,3671,Functional Issue,5,"The bug report describes limitations in Mockito's ability to effectively mock certain types of interfaces and abstract classes, leading to cumbersome and repetitive test code. This directly impacts the functionality and usability of the testing framework, fitting the definition of a functional issue."
Jsoup-83,Issue Report,1374,Functional Issue,5,"The bug report describes a parsing failure caused by malformed HTML, leading to unexpected behavior in jsoup's core functionality. This falls under functional issues related to application logic."
JxPath-19,[JXPATH-125] JXPathContext.iteratePointers() does not work with multiple prefixes for a single namespace URI - ASF JIRA,1791,Functional Issue,5,"The bug report describes an issue with the core logic of JXPath, specifically in how it iterates over elements with different prefixes but the same namespace. This leads to unexpected behavior in the `iteratePointers()` method, indicating a functional issue."
Collections-8,[COLLECTIONS-220] Serialization/Deserialization doesn't work well with empty buffers. - ASF JIRA,2355,Functional Issue,5,"The bug report describes an issue in the core application logic for serializing and deserializing a queue, leading to incorrect behavior when adding new elements after deserialization. This is a functional issue because it directly affects the intended functionality of the queue data structure."
Chart-11,"#868 JCommon 1.0.12 ShapeUtilities.equal(path1,path2)",228,Functional Issue,5,"The bug report describes incorrect behavior in the core logic of the `ShapeUtilities.equal` method, causing it to always return true under certain conditions. This is a functional issue because it directly affects the expected behavior of the method."
Math-68,[MATH-362] LevenbergMarquardtOptimizer ignores the VectorialConvergenceChecker parameter passed to it - ASF JIRA,1208,Functional Issue,5,"The bug report describes the LevenbergMarquardtOptimizer ignoring a parameter, which directly impacts the core logic and intended behavior of the optimization algorithm. This falls under functional issues as it affects the program's ability to perform its primary function correctly."
Math-87,[MATH-273] Basic variable is not found correctly in simplex tableau - ASF JIRA,1429,Functional Issue,5,"The bug report describes an error in the core logic of the SimplexTableau class, where it incorrectly identifies basic variables based on a faulty assumption. This leads to unexpected behavior and is a clear issue with the application's functional correctness."
Csv-6,[CSV-111] CSVRecord.toMap() fails if row length shorter than header length - ASF JIRA,1280,Functional Issue,5,"The bug report describes an ArrayOutOfBoundsException occurring due to a mismatch between the number of fields in a CSV record and the header length, which is a failure in the core logic of the CSV parsing library's toMap() method. The described problem is not GUI, security, or performance related, making Functional Issue the correct category."
Csv-15,[CSV-219] The behavior of quote char using is not similar as Excel does when the first string contains CJK char(s) - ASF JIRA,1383,Functional Issue,5,"The bug report describes incorrect CSV formatting logic, specifically related to quote character handling when CJK characters are present. This falls squarely under core application logic, indicating a functional issue."
Compress-10,[COMPRESS-164] Cannot Read Winzip Archives With Unicode Extra Fields - ASF JIRA,2221,Functional Issue,5,"The bug report describes a problem in the core application logic of the Apache Commons Compress library, specifically related to handling Unicode extra fields in WinZip archives, resulting in the inability to properly retrieve entries. This leads to unexpected behavior, making it a functional issue."
Jsoup-3,Issue Report,588,Functional Issue,5,The bug report describes an issue where appending a table row results in unexpected HTML structure (tr wrapped in a table). This indicates a problem with the application's core logic for manipulating the DOM.
Math-48,"[MATH-631] ""RegulaFalsiSolver"" failure - ASF JIRA",1684,Functional Issue,5,"The bug report describes a failure in the RegulaFalsiSolver, which is a core part of the application's mathematical functionality. The solver exceeds the maximum number of evaluations without finding a root, indicating a problem in the algorithm's implementation."
Closure-34,Issue Report,20,Functional Issue,1,"Since there's no description, it's impossible to pinpoint the exact problem. However, assuming it's a genuine issue report, it's likely related to unexpected behavior within the application's core logic."
Compress-47,"[COMPRESS-436] ZipArchiveInputStream#getNextZipEntry should verify compressed size is known for bzip2, implode etc. - ASF JIRA",1927,Functional Issue,5,"The bug report describes a scenario where the ZipArchiveInputStream class fails to properly handle cases with unknown compressed sizes, leading to a potential NullPointerException. This represents a flaw in the core application logic for handling zip archive entries."
JacksonDatabind-95,Issue Report,2316,Functional Issue,5,"The bug report describes a NullPointerException occurring in the `TypeFactory.constructFromCanonical()` method due to changes in how generic types are handled between Jackson versions. This indicates a problem with the core application logic for type construction, leading to unexpected behavior."
Math-4,[MATH-988] NPE when calling SubLine.intersection() with non-intersecting lines - ASF JIRA,1411,Functional Issue,5,The bug report describes a NullPointerException occurring due to a logical error in the `SubLine.intersection()` method when lines do not intersect. This falls directly under issues in core application logic causing unexpected behavior.
Mockito-16,Code,20,Functional Issue,1,"With no description, it's impossible to know the exact issue. Assuming a bug report titled ""Code"" implies an issue within the application's code logic causing unexpected behavior, making it a functional issue the most probable, albeit with low confidence."
Closure-22,Issue Report,20,Functional Issue,1,"The bug report lacks any description. Without information, the most likely possibility is a problem in core application logic causing unexpected behavior. "
JacksonDatabind-83,Issue Report,3441,Functional Issue,5,"The bug report indicates that the DeserializationProblemHandler is being ignored in `FromStringDeserializer`, leading to an exception being thrown even when the handler should be able to resolve the issue. This represents a failure in the core application logic for deserialization, making it a functional issue."
JacksonDatabind-7,Issue Report,1213,Functional Issue,5,"The bug report describes incorrect deserialization logic using the `@JsonCreator` annotation and `TokenBuffer`, leading to unexpected behavior and incorrect token sequences. This indicates a flaw in the core application logic responsible for handling JSON deserialization."
Closure-75,Issue Report,20,Functional Issue,1,"Since there is no description, it is impossible to determine the specific type of issue. However, 'Functional Issue' is the most general category for unexpected behavior."
Math-72,[MATH-344] Brent solver returns the wrong value if either bracket endpoint is root - ASF JIRA,1150,Functional Issue,5,"The bug report describes an incorrect return value from a mathematical function, which falls under core application logic. The solver is not behaving as expected, indicating a problem within its functional implementation."
Lang-30,[LANG-607] StringUtils methods do not handle Unicode 2.0+ supplementary characters correctly. - ASF JIRA,3050,Functional Issue,5,"The bug report describes incorrect behavior of the `StringUtils.containsAny` method with Unicode characters, indicating a flaw in the core application logic responsible for string manipulation. The method returns incorrect boolean values, which directly affects the functionality."
Jsoup-76,Issue Report,1321,Functional Issue,5,"The bug report describes an incorrect parsing behavior of HTML, specifically regarding newlines after `<pre>` and `<textarea>` tags, which directly affects the core functionality of the jsoup library."
Collections-27,[COLLECTIONS-580] Arbitrary remote code execution with InvokerTransformer - ASF JIRA,2533,Security Issue,5,The bug report describes a remote code execution vulnerability using InvokerTransformer in the Commons Collections library. This clearly indicates a security issue due to the potential for arbitrary code execution.
Time-25,#90 DateTimeZone.getOffsetFromLocal error during DST transition,1267,Functional Issue,5,"The bug report describes unexpected behavior in the core date and time calculation logic of a library, specifically regarding Daylight Saving Time (DST) transitions. The provided code demonstrates an incorrect offset being returned for a specific time, indicating a flaw in the application's core logic for handling time zones."
JacksonDatabind-40,Issue Report,733,Functional Issue,5,"The bug report describes a scenario where the application's core logic, specifically deserialization, produces an unexpected result (0) instead of throwing an exception as expected when attempting to convert an empty string to an integer with FAIL_ON_NULL_FOR_PRIMITIVES enabled. This is a clear issue with the program's functional behavior."
Closure-170,Issue Report,20,Functional Issue,1,"Since there is no description, the issue could be anything. Assuming it's an actual issue report, it's most likely a problem with core application logic, but the confidence is low due to lack of information."
Math-25,"[MATH-844] ""HarmonicFitter.ParameterGuesser"" sometimes fails to return sensible values - ASF JIRA",1159,Functional Issue,5,"The bug report describes a failure in the ""ParameterGuesser"" class to compute a usable guess for the ""amplitude"" parameter within the HarmonicFitter, indicating an issue in the core application logic. This directly affects the intended function of the fitter, making it a functional issue."
Gson-15,Issue Report,1258,Functional Issue,5,"The issue describes inconsistent behavior between two methods (`JsonWriter#value(java.lang.Number)` and `JsonWriter#value(double)`) within the same class, leading to unexpected exceptions and requiring workarounds. This directly relates to the core application logic for handling numeric values in JSON writing."
Compress-5,[COMPRESS-87] ZipArchiveInputStream doesn't report the end of a truncated archive - ASF JIRA,2025,Functional Issue,5,"The bug report describes a problem in the core logic of the ZipArchiveInputStream class, where it fails to detect a truncated ZIP archive, leading to unexpected behavior (returning 0 bytes instead of an error or end-of-stream indication). This directly affects the functionality of reading ZIP archives."
JacksonDatabind-104,Issue Report,3630,Functional Issue,5,"The bug report describes an issue with date formatting and parsing logic, leading to incorrect serialization of large ISO-8601 dates and a `ParseException`. This directly affects the core functionality of date handling within the application."
Cli-24,[CLI-162] infinite loop in the wrapping code of HelpFormatter - ASF JIRA,1612,Functional Issue,5,"The bug report describes an infinite loop within the HelpFormatter's wrapping code, leading to an OutOfMemoryError. This is a problem in the core application logic that causes unexpected behavior and ultimately a crash."
Jsoup-21,Issue Report,1163,Functional Issue,5,"The bug report describes an issue with the selector parsing logic, causing incorrect interpretation of commas within regular expressions, leading to a `PatternSyntaxException`. This falls under core application logic and results in unexpected behavior."
Cli-2,"[CLI-51] [cli] Parameter value ""-something"" misinterpreted as a parameter - ASF JIRA",1992,Functional Issue,5,"The bug report describes an issue with the CLI parser misinterpreting parameter values, leading to incorrect program behavior. This falls under core application logic and unexpected behavior, which defines a functional issue."
Closure-127,Issue Report,20,Functional Issue,1,"The report lacks a description, making it impossible to pinpoint the exact nature of the bug. However, without more information, assuming a core logic failure is the most encompassing starting point."
Closure-59,Issue Report,20,Functional Issue,1,"Since there's no description, the most likely issue is a general problem with the core functionality. It's difficult to assess without further information, so I'm assigning a low confidence score."
JacksonDatabind-17,Issue Report,3904,Functional Issue,5,"The bug report describes an exception thrown when using `readTree` with `defaultTyping` enabled, indicating a problem with the core application logic of Jackson's deserialization process. The code works as expected when `defaultTyping` is disabled, pointing to a functional issue with how Jackson handles type information during deserialization."
Math-33,[MATH-781] SimplexSolver gives bad results - ASF JIRA,1352,Functional Issue,5,"The bug report clearly states that the SimplexSolver.optimeze(...) method gives bad results in a test problem, indicating an error in the core application logic related to mathematical calculations. This falls under the definition of a functional issue."
JacksonDatabind-112,Issue Report,1380,Functional Issue,5,"The bug report describes a deserialization failure when using a custom collection of strings with Jackson. This points to a problem in the core application logic for handling custom collections during deserialization, specifically the StringCollectionDeserializer's behavior."
Jsoup-37,Issue Report,673,Functional Issue,5,"The bug report describes an issue where the `Element.html()` method incorrectly trims whitespace, which is not the intended behavior and affects the application's core logic of creating an exact copy of a document. This falls under unexpected behavior due to an issue in the program's logic."
Cli-32,[CLI-193] StringIndexOutOfBoundsException in HelpFormatter.findWrapPos - ASF JIRA,1782,Functional Issue,5,"The bug report describes a StringIndexOutOfBoundsException, which is a runtime exception caused by incorrect logic in the HelpFormatter.findWrapPos method, indicating a flaw in the core application logic."
JacksonCore-20,Issue Report,1182,Functional Issue,5,"The bug report describes an unexpected exception thrown by the `writeEmbeddedObject()` method, indicating a failure in the intended functionality of the JsonGenerator. This directly relates to the core application logic for handling embedded objects."
Closure-131,Issue Report,20,Functional Issue,1,"The bug report provides no specific information. Without a description, it's most likely a functional issue affecting core application logic, though the confidence is low due to the lack of detail."
Math-64,[MATH-405] Inconsistent result from Levenberg-Marquardt - ASF JIRA,1401,Functional Issue,5,"The bug report describes an inconsistency in the return value of the Levenberg-Marquardt optimization method, indicating a problem with the core application logic. The returned point does not correspond to the residuals and cost, a clear indication of a functional defect."
Collections-4,[COLLECTIONS-228] MultiValueMap put and putAll do not return the correct values - ASF JIRA,1349,Functional Issue,5,"The bug report describes incorrect return values for `put` and `putAll` methods in the MultiValueMap, which directly affects the core application logic and expected behavior. The issue is rooted in the logic of the map implementation, not in GUI, performance, or configuration."
Mockito-3,Issue Report,538,Test Code-Related Issue,5,"The bug report explicitly mentions that `ArgumentCaptor` is not working as expected, which is a testing utility commonly used in unit tests. Therefore, it's a problem related to the test code itself."
Lang-26,[LANG-645] FastDateFormat.format() outputs incorrect week of year because locale isn't respected - ASF JIRA,2655,Functional Issue,5,"The bug report describes incorrect output from FastDateFormat.format() related to week of year calculation, indicating a problem with the core logic of the class, not a GUI or database issue."
Jsoup-60,Issue Report,1057,Functional Issue,5,"The bug report describes a change in behavior of the jsoup library, specifically in the 'contains' query logic, leading to unexpected results and failing unit tests. This indicates a core logic issue within the application."
JxPath-15,[JXPATH-100] Core union operation does not sort result nodes according to document order - ASF JIRA,1455,Functional Issue,5,"The bug report describes an incorrect result from an XPath expression due to missing sorting in the CoreOperationUnion, indicating a problem with the core application logic. The expected and actual values differ, demonstrating unexpected behavior."
Closure-166,Issue Report,20,Functional Issue,1,"With no description available, it's impossible to determine the nature of the bug. I'm defaulting to the most general category related to core application logic as a starting point with very low confidence."
JacksonDatabind-56,Issue Report,999,Functional Issue,5,"The bug report describes an issue with deserializing locale strings, which is core application logic. The code incorrectly assumes underscore as the separator instead of hyphen as per RFC, leading to unexpected behavior."
Closure-18,Issue Report,20,Functional Issue,1,"With no description, it's impossible to know the nature of the bug. However, since the core application's logic could be faulty, it is classified as a functional issue with low confidence."
Jsoup-61,Issue Report,2995,Functional Issue,5,"The bug report describes unexpected behavior in CSS class selector functionality within the JSoup library. The core logic of the selector is not behaving as expected, thus it falls under functional issues."
JxPath-14,[JXPATH-102] Core rounding functions don't handle NaN or infinite values correctly - ASF JIRA,1744,Functional Issue,5,"The bug report describes incorrect behavior of core mathematical functions (floor, ceiling, round) when handling NaN and infinite values. This directly relates to the application's core logic and expected functionality."
Closure-167,Issue Report,20,Functional Issue,1,"Since there is no description, it's most likely that there's an issue in core application logic causing some sort of unexpected behavior. However, due to the lack of information, the confidence level is low."
Closure-19,Issue Report,20,Functional Issue,1,"Since there is no description, the most likely possibility is an error in the core logic leading to an unexpected behavior or crash, even though this is a guess. It's difficult to determine the exact category without more information."
JacksonDatabind-57,Issue Report,718,Functional Issue,5,"The bug report describes a problem with `ObjectReader.readValues()` where it's not correctly using the offset and length when reading an array, leading to incorrect data processing. This is a bug in the core application logic."
Math-65,[MATH-377] weight versus sigma in AbstractLeastSquares - ASF JIRA,1807,Functional Issue,5,"The bug report describes an error in the core mathematical logic within the AbstractLeastSquares class, specifically concerning the calculation of chi-squared values based on weighted residuals. This directly impacts the intended functionality and produces incorrect results."
Collections-5,"[COLLECTIONS-249] SetUniqueList.addAll(int index, Collection coll) adds to end of list instead of at specified index - ASF JIRA",1245,Functional Issue,5,"The bug report describes incorrect behavior in the core application logic of the `SetUniqueList.addAll()` method. It's not related to GUI, performance, or any other specific area, but rather a fundamental flaw in how the list is being manipulated."
Mockito-2,Issue Report,794,Functional Issue,5,"The bug report describes unexpected behavior of the Mockito.after() method when provided with a negative time period, which leads to incorrect verification results. This indicates an issue in the core logic of the Mockito library related to handling time constraints in verification processes."
Lang-27,"[LANG-638] NumberUtils createNumber throws a StringIndexOutOfBoundsException when argument containing ""e"" and ""E"" is passed in - ASF JIRA",1221,Functional Issue,5,The bug report describes an exception being thrown due to incorrect logic in the `NumberUtils.createNumber` method. This falls squarely under bugs related to core application logic causing unexpected behavior.
Jsoup-36,Issue Report,914,Functional Issue,5,The bug report describes an issue where jsoup fails to parse HTML due to an invalid charset in the Content-Type meta tag. This falls under core application logic causing unexpected behavior (IllegalCharsetNameException) when parsing a webpage.
Cli-33,[CLI-207] HelpFormatter strips leading whitespaces in the footer - ASF JIRA,1297,Functional Issue,5,"The bug report describes an issue where the HelpFormatter class in Commons CLI is stripping leading whitespace in the footer, leading to incorrect output. This is a bug in the core logic of the HelpFormatter class."
JacksonCore-21,Issue Report,947,Functional Issue,5,"The bug report describes an issue where the FilteringParserDelegate is missing the last closing END_OBJECT, leading to incorrect JSON output. This indicates a problem in the core application logic related to parsing and filtering JSON data."
Closure-130,Issue Report,20,Functional Issue,1,"Since there is no description, it is most likely a bug in core application logic causing unexpected behavior. Without any description, the confidence is very low."
Math-32,[MATH-780] BSPTree class and recovery of a Euclidean 3D BRep - ASF JIRA,1785,Functional Issue,5,"The bug report describes a problem with the core application logic related to the BSPTree class and its ability to reconstruct a BRep, indicating a functional issue. The description states that a small change to vertex positions resolves the problem, pointing to a logic error."
Cli-25,[CLI-162] infinite loop in the wrapping code of HelpFormatter - ASF JIRA,1612,Functional Issue,5,"The bug report describes an infinite loop within the HelpFormatter's core logic when wrapping text, leading to an OutOfMemoryError and program crash. This indicates a fundamental flaw in the application's logic rather than a GUI or performance issue alone."
Jsoup-20,Issue Report,630,Functional Issue,5,"The bug report describes an issue where the Jsoup library fails to correctly parse the head element of some HTML files, resulting in an empty head. This points to a problem with the core logic of the HTML parsing functionality of the library."
Cli-3,"[CLI-1] PosixParser interupts ""-target opt"" as ""-t arget opt"" - ASF JIRA",3686,Functional Issue,5,"The bug report describes incorrect parsing of command-line arguments, directly affecting the application's core logic and causing unexpected behavior. This is a clear issue with the functionality of the command-line parser."
Closure-126,Issue Report,20,Functional Issue,1,"Since there is no description, it is impossible to know what the issue is. I chose Functional Issue because a lack of information usually implies an unspecified core application error."
JacksonDatabind-16,Issue Report,1870,Functional Issue,5,"The bug report describes an issue where annotation bundles are not being correctly processed by Jackson when used with mixins, leading to incorrect serialization. This is a problem with the core logic of the application's serialization process."
Closure-58,Issue Report,20,Functional Issue,1,"Since there is no description, it's impossible to determine the specific nature of the bug. However, a lack of description often implies an error was encountered, suggesting a potential problem in the core logic of the application."
Gson-14,Issue Report,1903,Functional Issue,5,"The bug report describes a StackOverflowError caused by infinite recursion within the Gson library's type resolution logic. This falls squarely into the category of a bug in core application logic, causing unexpected behavior and crashes."
Math-24,"[MATH-855] ""BrentOptimizer"" not always reporting the best point - ASF JIRA",1232,Functional Issue,5,"The bug report describes an issue where the BrentOptimizer algorithm does not consistently return the best point, indicating a flaw in its core logic. This directly affects the functionality of the optimization process."
Compress-4,[COMPRESS-64] Are the public finish() methods ArchiveOutputStream implementations necessary and safe? - ASF JIRA,1199,Functional Issue,5,The bug report describes a situation where publicly accessible `finish()` methods in `ArchiveOutputStream` implementations could lead to data corruption if misused. This indicates a flaw in the core application logic related to managing the output stream's state.
JacksonDatabind-105,Issue Report,1441,Functional Issue,4,"The bug report describes an issue where using `java.lang.Void` as a generic type with Jackson and Spring's RestTemplate results in an illegal reflective access warning. This suggests a problem in how Jackson handles `Void` types during serialization/deserialization, indicating a bug in core application logic."
Jsoup-77,Issue Report,1166,Functional Issue,5,"The bug report clearly demonstrates unexpected behavior in the core parsing logic of the xmlParser when handling HTML-style end tags. The test case fails because the parser doesn't consistently convert end tags to lowercase, indicating a flaw in the application logic."
